client_id,district_id,birth_date,gender,age
81,8,1976-04-29,1.0,22
82,8,1979-12-25,0.0,19
83,1,1978-12-25,0.0,20
84,1,1979-05-05,1.0,19
85,1,1961-08-27,1.0,37
86,1,1969-07-20,0.0,29
87,72,1946-11-17,0.0,52
89,1,1951-05-05,0.0,47
90,52,1975-08-17,1.0,23
91,63,1940-08-07,1.0,58
92,74,1966-06-12,0.0,32
93,3,1925-02-16,1.0,73
94,43,1947-09-09,1.0,51
95,43,1952-08-03,0.0,46
96,74,1972-02-29,1.0,26
97,26,1965-11-28,1.0,33
98,33,1973-05-04,0.0,25
99,33,1973-01-26,1.0,25
100,44,1942-08-11,0.0,56
101,68,1943-01-23,1.0,55
102,74,1958-09-10,0.0,40
103,74,1955-07-11,1.0,43
105,31,1980-05-26,1.0,18
106,68,1968-12-30,0.0,30
107,1,1972-06-23,1.0,26
108,17,1963-09-13,1.0,35
110,2,1967-04-13,0.0,31
112,1,1935-01-25,1.0,63
113,1,1940-08-15,0.0,58
114,74,1969-06-24,0.0,29
115,74,1969-12-24,1.0,29
116,74,1942-01-28,1.0,56
117,74,1936-09-20,0.0,62
118,55,1922-07-19,1.0,76
119,55,1922-02-28,0.0,76
120,1,1976-05-10,1.0,22
121,41,1978-10-29,0.0,20
122,35,1963-11-13,0.0,35
123,11,1969-02-12,1.0,29
124,44,1967-09-21,1.0,31
125,37,1936-10-31,1.0,62
126,37,1929-09-27,0.0,69
127,21,1950-12-27,0.0,48
128,63,1973-04-04,0.0,25
129,64,1947-05-31,0.0,51
130,53,1942-02-14,1.0,56
131,53,1977-01-31,0.0,21
132,36,1953-01-26,1.0,45
134,6,1932-01-18,1.0,66
135,6,1938-09-10,0.0,60
136,55,1921-01-26,0.0,77
137,60,1923-09-14,1.0,75
138,54,1972-10-21,0.0,26
139,8,1959-07-25,0.0,39
140,8,1961-06-06,1.0,37
141,31,1925-11-02,1.0,73
142,68,1937-06-21,1.0,61
143,27,1978-07-09,1.0,20
144,65,1958-12-06,1.0,40
145,55,1978-02-14,1.0,20
146,31,1961-12-19,0.0,37
147,21,1933-11-02,0.0,65
148,21,1940-12-25,1.0,58
149,55,1948-06-27,1.0,50
150,2,1980-09-27,0.0,18
151,51,1971-09-23,0.0,27
152,29,1945-12-02,0.0,53
153,13,1981-02-12,0.0,17
154,74,1933-08-27,1.0,65
155,74,1939-03-13,0.0,59
156,54,1930-07-22,0.0,68
157,52,1943-07-09,0.0,55
158,40,1945-07-03,0.0,53
159,40,1938-09-10,1.0,60
160,64,1942-04-26,0.0,56
161,34,1943-10-07,0.0,55
162,65,1941-10-17,1.0,57
163,74,1933-06-12,1.0,65
164,70,1962-04-04,0.0,36
165,22,1968-11-08,1.0,30
166,22,1961-10-22,0.0,37
167,38,1978-04-18,0.0,20
168,24,1976-11-05,0.0,22
169,38,1953-09-12,1.0,45
170,38,1946-06-16,0.0,52
171,51,1929-06-25,1.0,69
172,51,1935-10-05,0.0,63
173,21,1918-12-08,0.0,80
174,10,1978-11-10,1.0,20
175,31,1960-07-13,1.0,38
176,4,1929-03-11,1.0,69
178,8,1960-12-22,1.0,38
179,43,1980-12-29,1.0,18
180,73,1982-01-19,1.0,16
181,76,1967-07-06,1.0,31
182,76,1959-07-13,0.0,39
183,1,1978-03-19,0.0,20
184,1,1972-06-05,1.0,26
185,77,1954-05-30,1.0,44
186,46,1961-02-22,0.0,37
187,58,1942-08-23,1.0,56
188,64,1960-09-02,1.0,38
189,11,1919-08-10,1.0,79
190,37,1947-10-31,0.0,51
191,37,1954-09-03,1.0,44
192,70,1971-02-28,1.0,27
193,1,1962-05-01,1.0,36
194,28,1924-12-20,0.0,74
195,74,1919-11-18,1.0,79
196,74,1927-06-25,0.0,71
197,30,1933-04-25,1.0,65
198,60,1976-07-14,1.0,22
199,29,1923-06-21,1.0,75
200,29,1928-01-13,0.0,70
201,17,1930-08-19,0.0,68
202,29,1976-11-21,0.0,22
203,31,1962-06-10,1.0,36
204,31,1967-06-17,0.0,31
205,4,1942-06-15,0.0,56
206,59,1963-04-13,0.0,35
207,46,1932-05-20,1.0,66
208,13,1940-06-25,0.0,58
209,13,1935-08-20,1.0,63
210,66,1939-11-30,1.0,59
211,66,1945-06-28,0.0,53
212,52,1975-02-10,1.0,23
215,71,1967-09-24,1.0,31
216,1,1960-01-30,1.0,38
217,59,1974-12-22,0.0,24
218,1,1980-01-23,0.0,18
219,60,1964-04-02,0.0,34
221,21,1977-02-25,0.0,21
222,47,1972-06-29,0.0,26
223,43,1952-02-27,0.0,46
224,77,1955-05-11,1.0,43
225,32,1936-05-10,1.0,62
226,1,1942-06-16,1.0,56
227,52,1926-12-18,0.0,72
228,48,1956-03-16,0.0,42
229,76,1969-07-22,1.0,29
230,74,1967-03-10,0.0,31
231,41,1941-02-18,1.0,57
232,55,1921-06-17,0.0,77
233,69,1958-12-03,0.0,40
234,69,1955-06-21,1.0,43
235,44,1943-08-28,0.0,55
236,70,1961-09-01,1.0,37
237,70,1969-02-22,0.0,29
238,6,1961-11-28,0.0,37
239,1,1974-09-10,0.0,24
240,34,1929-06-17,0.0,69
241,70,1959-01-23,1.0,39
242,17,1961-08-01,0.0,37
243,63,1954-02-10,1.0,44
246,67,1970-12-28,0.0,28
247,1,1957-05-08,1.0,41
248,61,1969-12-12,0.0,29
249,61,1970-05-05,1.0,28
250,8,1979-11-25,0.0,19
251,54,1976-03-03,0.0,22
252,37,1969-09-01,0.0,29
253,48,1947-05-12,0.0,51
254,28,1963-05-30,1.0,35
255,27,1951-10-11,0.0,47
256,73,1963-02-27,0.0,35
257,22,1942-11-04,0.0,56
258,22,1937-05-31,1.0,61
259,31,1966-06-08,1.0,32
260,31,1962-02-24,0.0,36
261,38,1937-12-07,0.0,61
262,77,1945-11-25,1.0,53
263,68,1962-05-20,1.0,36
264,28,1978-08-22,1.0,20
265,72,1933-01-07,0.0,65
266,19,1967-08-28,0.0,31
267,37,1967-06-12,1.0,31
268,39,1982-05-02,0.0,16
269,15,1923-12-03,0.0,75
270,46,1947-03-08,1.0,51
271,46,1945-07-27,0.0,53
272,70,1944-10-25,0.0,54
273,27,1972-05-15,0.0,26
274,17,1970-11-25,0.0,28
275,1,1918-11-12,0.0,80
276,1,1957-06-11,1.0,41
277,1,1961-11-28,0.0,37
278,22,1972-12-27,0.0,26
279,22,1970-05-16,1.0,28
280,45,1969-12-18,0.0,29
282,73,1938-02-24,0.0,60
283,73,1933-11-04,1.0,65
284,10,1974-08-06,1.0,24
285,72,1954-06-03,1.0,44
286,72,1952-04-18,0.0,46
287,50,1980-09-09,1.0,18
288,6,1962-04-21,1.0,36
289,54,1958-03-27,1.0,40
290,72,1959-01-12,1.0,39
291,72,1955-04-27,0.0,43
292,15,1958-09-06,0.0,40
293,69,1943-09-27,1.0,55
294,58,1968-03-21,1.0,30
295,12,1939-03-27,1.0,59
296,65,1974-03-01,1.0,24
297,65,1924-03-15,0.0,74
298,65,1921-06-13,1.0,77
300,1,1957-07-30,0.0,41
301,28,1942-01-10,1.0,56
302,56,1971-02-23,1.0,27
303,74,1946-05-06,1.0,52
304,19,1934-03-11,0.0,64
305,46,1938-06-08,1.0,60
308,68,1976-06-12,0.0,22
309,37,1969-12-14,0.0,29
310,11,1950-04-16,1.0,48
311,64,1930-09-16,0.0,68
312,2,1924-07-03,1.0,74
313,24,1942-05-11,0.0,56
314,24,1945-03-22,1.0,53
315,54,1967-05-01,1.0,31
316,75,1955-04-28,1.0,43
317,64,1957-10-06,0.0,41
318,15,1943-04-02,0.0,55
319,19,1929-04-04,0.0,69
320,19,1934-11-12,1.0,64
321,47,1943-10-24,0.0,55
322,38,1933-02-01,1.0,65
323,38,1938-04-04,0.0,60
324,3,1960-12-03,1.0,38
325,3,1960-02-21,1.0,38
326,27,1967-09-18,0.0,31
327,27,1968-10-13,1.0,30
328,1,1918-01-24,0.0,80
329,11,1964-12-03,1.0,34
330,65,1944-08-05,0.0,54
331,1,1942-03-02,1.0,56
332,29,1978-07-25,1.0,20
333,38,1971-10-19,1.0,27
334,32,1969-10-31,1.0,29
335,73,1967-07-22,0.0,31
336,39,1964-02-11,0.0,34
337,39,1957-05-08,1.0,41
338,8,1951-06-19,0.0,47
339,1,1966-07-30,1.0,32
340,1,1970-08-19,0.0,28
341,69,1977-03-16,1.0,21
342,69,1972-06-30,0.0,26
343,44,1919-11-19,1.0,79
344,54,1963-07-16,0.0,35
345,17,1953-12-07,1.0,45
346,17,1960-11-02,0.0,38
347,71,1959-12-13,1.0,39
348,71,1953-01-24,0.0,45
349,39,1927-05-27,0.0,71
350,25,1925-04-02,0.0,73
351,1,1973-05-01,1.0,25
352,56,1940-08-27,1.0,58
353,7,1965-10-26,1.0,33
354,49,1922-04-27,0.0,76
355,49,1930-05-31,1.0,68
356,1,1979-12-07,0.0,19
357,1,1979-03-30,1.0,19
358,7,1959-06-26,0.0,39
359,66,1970-02-16,1.0,28
360,49,1943-04-27,1.0,55
361,74,1977-05-25,0.0,21
362,35,1950-04-27,0.0,48
363,35,1942-07-01,1.0,56
364,54,1942-12-05,0.0,56
365,1,1930-01-09,1.0,68
366,1,1936-11-10,0.0,62
367,60,1963-09-03,0.0,35
368,60,1968-10-14,1.0,30
369,7,1930-11-06,0.0,68
370,71,1956-01-05,0.0,42
371,4,1942-07-16,1.0,56
372,34,1932-04-03,1.0,66
373,16,1936-02-28,1.0,62
374,26,1967-06-14,1.0,31
375,61,1969-09-29,0.0,29
376,14,1973-01-08,0.0,25
378,50,1978-05-15,1.0,20
379,50,1983-10-13,0.0,15
380,41,1973-01-19,1.0,25
381,73,1977-01-26,0.0,21
382,73,1978-06-30,1.0,20
383,15,1939-05-17,0.0,59
384,15,1935-10-08,1.0,63
385,45,1948-03-24,1.0,50
386,62,1980-08-21,1.0,18
387,76,1927-06-06,1.0,71
388,36,1950-10-30,0.0,48
389,47,1974-06-30,0.0,24
390,47,1977-01-27,0.0,21
391,47,1933-05-22,0.0,65
392,74,1950-04-01,0.0,48
393,74,1956-08-31,1.0,42
394,52,1924-05-18,0.0,74
395,52,1919-07-05,1.0,79
396,1,1920-05-02,1.0,78
397,75,1930-03-27,1.0,68
398,61,1925-03-26,0.0,73
399,45,1952-04-14,1.0,46
400,1,1933-12-27,1.0,65
401,1,1928-11-19,0.0,70
402,3,1943-12-25,1.0,55
403,42,1973-05-26,0.0,25
404,42,1967-04-20,1.0,31
405,65,1934-10-19,0.0,64
406,36,1977-05-15,1.0,21
407,73,1975-05-27,0.0,23
408,35,1978-02-22,0.0,20
409,74,1925-06-18,1.0,73
410,62,1962-12-20,1.0,36
411,17,1941-04-14,0.0,57
412,17,1944-04-17,1.0,54
413,49,1972-11-18,0.0,26
414,46,1947-10-19,0.0,51
415,46,1945-04-01,1.0,53
416,1,1932-10-07,0.0,66
417,1,1930-06-10,1.0,68
418,28,1966-10-13,1.0,32
419,64,1970-10-07,0.0,28
420,18,1978-03-13,1.0,20
421,54,1965-07-31,1.0,33
422,69,1946-12-07,1.0,52
423,37,1957-06-23,1.0,41
424,1,1947-10-08,1.0,51
425,25,1948-02-12,1.0,50
426,72,1937-06-01,1.0,61
427,72,1941-09-14,0.0,57
428,47,1919-11-16,0.0,79
429,50,1981-01-20,0.0,17
430,39,1920-07-28,1.0,78
431,24,1927-10-01,0.0,71
432,59,1952-03-26,0.0,46
433,62,1955-02-07,1.0,43
434,70,1943-01-30,0.0,55
435,20,1967-10-23,1.0,31
436,2,1955-06-15,1.0,43
437,11,1920-01-17,0.0,78
438,32,1938-09-28,1.0,60
439,51,1968-09-12,0.0,30
440,15,1970-07-07,0.0,28
441,1,1959-09-14,1.0,39
442,1,1971-12-16,0.0,27
443,1,1971-12-20,1.0,27
444,74,1960-08-01,0.0,38
445,1,1947-04-27,0.0,51
446,1,1952-03-19,1.0,46
447,23,1946-09-04,1.0,52
448,77,1970-08-15,0.0,28
450,25,1953-11-27,1.0,45
451,12,1979-04-14,1.0,19
452,55,1953-10-22,0.0,45
453,67,1969-07-16,1.0,29
454,38,1949-06-15,0.0,49
455,68,1920-07-26,1.0,78
456,25,1940-02-28,1.0,58
457,70,1950-09-26,1.0,48
458,68,1961-07-24,1.0,37
459,32,1967-07-23,0.0,31
461,68,1970-08-13,0.0,28
462,14,1970-12-21,1.0,28
463,38,1944-04-05,1.0,54
464,24,1959-07-30,0.0,39
465,5,1952-09-01,1.0,46
466,1,1947-11-19,0.0,51
467,1,1950-04-17,1.0,48
468,72,1959-04-27,1.0,39
469,59,1970-10-13,0.0,28
470,30,1954-04-21,0.0,44
471,44,1977-01-11,1.0,21
472,36,1981-12-27,1.0,17
473,1,1939-09-25,0.0,59
474,46,1949-05-31,1.0,49
476,1,1947-06-01,0.0,51
477,1,1954-07-20,1.0,44
478,21,1978-06-21,1.0,20
479,11,1947-08-20,1.0,51
480,11,1946-01-24,0.0,52
481,69,1927-01-22,1.0,71
482,69,1934-01-22,0.0,64
483,1,1944-06-19,1.0,54
484,28,1959-09-13,0.0,39
485,32,1978-05-16,1.0,20
486,68,1944-04-12,1.0,54
487,1,1922-04-01,0.0,76
488,1,1917-08-02,1.0,81
489,41,1940-10-07,1.0,58
490,55,1950-10-23,1.0,48
491,63,1966-08-05,1.0,32
492,72,1935-10-26,1.0,63
493,41,1942-06-04,0.0,56
494,1,1980-05-19,1.0,18
495,49,1937-04-07,0.0,61
496,70,1951-05-21,0.0,47
497,74,1953-02-02,1.0,45
498,74,1948-01-15,0.0,50
499,18,1935-07-08,0.0,63
500,1,1971-01-06,1.0,27
501,62,1937-10-28,1.0,61
502,6,1919-12-08,1.0,79
503,73,1959-07-24,1.0,39
504,36,1979-08-01,1.0,19
505,13,1977-12-21,1.0,21
506,75,1946-08-16,1.0,52
507,75,1954-11-16,1.0,44
508,53,1971-04-28,1.0,27
509,73,1980-05-02,1.0,18
510,12,1976-04-15,1.0,22
511,9,1959-02-18,1.0,39
512,60,1965-08-03,0.0,33
513,8,1974-01-11,0.0,24
514,8,1968-11-15,1.0,30
515,1,1932-05-26,1.0,66
516,1,1930-04-27,0.0,68
517,63,1965-07-25,1.0,33
518,54,1979-04-28,0.0,19
519,18,1980-04-13,1.0,18
520,46,1947-09-27,0.0,51
521,69,1975-12-25,1.0,23
522,1,1956-03-04,0.0,42
523,38,1922-12-17,1.0,76
524,30,1963-01-02,0.0,35
525,30,1969-08-14,1.0,29
526,43,1964-02-01,1.0,34
527,43,1966-08-18,0.0,32
528,37,1977-02-11,1.0,21
529,69,1978-11-05,1.0,20
530,29,1957-09-27,0.0,41
531,27,1976-10-04,1.0,22
532,27,1980-09-03,0.0,18
533,54,1941-05-19,0.0,57
534,74,1957-07-22,1.0,41
535,26,1937-09-09,1.0,61
536,47,1939-08-25,1.0,59
537,1,1935-01-16,1.0,63
538,5,1948-05-10,0.0,50
540,19,1921-07-28,1.0,77
541,19,1927-03-09,0.0,71
542,59,1921-02-09,0.0,77
543,11,1958-04-15,0.0,40
544,63,1948-11-16,1.0,50
545,75,1973-10-11,0.0,25
546,7,1953-08-25,1.0,45
547,54,1949-03-31,1.0,49
548,49,1937-12-04,1.0,61
550,7,1961-11-30,1.0,37
551,47,1976-07-05,0.0,22
552,1,1934-05-08,0.0,64
553,1,1941-04-07,1.0,57
554,30,1925-04-19,0.0,73
555,30,1926-10-21,1.0,72
556,29,1946-07-08,1.0,52
557,51,1939-07-17,1.0,59
558,43,1920-07-05,0.0,78
559,32,1972-09-05,0.0,26
560,71,1967-12-16,0.0,31
561,74,1962-11-10,0.0,36
562,49,1975-09-22,0.0,23
563,72,1961-09-09,0.0,37
564,72,1955-01-24,1.0,43
565,64,1959-07-03,0.0,39
566,47,1946-03-05,0.0,52
567,47,1950-05-02,1.0,48
568,8,1960-07-19,0.0,38
569,73,1962-06-15,1.0,36
570,61,1941-01-31,0.0,57
571,3,1924-09-27,1.0,74
572,3,1920-08-04,0.0,78
573,69,1967-08-10,1.0,31
574,1,1972-12-25,1.0,26
575,58,1970-04-04,1.0,28
576,58,1974-05-12,0.0,24
577,1,1963-12-05,0.0,35
578,23,1977-07-07,0.0,21
579,72,1933-05-31,0.0,65
581,70,1949-02-04,0.0,49
582,1,1950-09-26,1.0,48
583,75,1965-01-01,0.0,33
584,33,1976-05-13,0.0,22
585,40,1942-02-21,0.0,56
586,40,1947-11-03,1.0,51
587,25,1945-07-08,0.0,53
588,61,1960-10-20,0.0,38
589,45,1961-09-17,1.0,37
590,44,1949-02-15,1.0,49
591,65,1974-10-29,0.0,24
592,26,1965-07-18,1.0,33
593,60,1954-07-10,0.0,44
596,69,1948-10-24,1.0,50
597,55,1943-02-22,1.0,55
598,1,1970-12-31,1.0,28
599,1,1977-05-18,0.0,21
601,56,1966-03-12,1.0,32
602,56,1965-01-16,0.0,33
603,13,1966-03-09,0.0,32
604,1,1965-07-31,0.0,33
605,1,1970-08-27,0.0,28
606,10,1949-01-25,0.0,49
607,64,1964-03-30,1.0,34
608,67,1972-08-31,1.0,26
609,52,1962-09-02,1.0,36
610,74,1979-08-10,0.0,19
611,36,1952-10-13,1.0,46
612,36,1960-11-10,0.0,38
613,1,1977-08-10,0.0,21
614,14,1947-02-03,0.0,51
615,68,1949-09-13,0.0,49
616,58,1975-01-01,1.0,23
617,70,1974-03-14,1.0,24
618,57,1932-03-16,0.0,66
619,6,1920-09-07,1.0,78
620,6,1918-02-13,0.0,80
621,54,1939-03-17,1.0,59
622,74,1931-11-23,0.0,67
623,24,1925-09-04,1.0,73
624,24,1932-07-26,0.0,66
625,60,1978-11-24,0.0,20
626,9,1980-04-13,1.0,18
627,17,1972-04-11,1.0,26
628,17,1970-05-27,0.0,28
629,16,1976-03-10,1.0,22
630,61,1952-03-03,1.0,46
631,70,1956-03-22,0.0,42
632,67,1946-03-16,1.0,52
633,67,1938-06-12,0.0,60
635,17,1927-06-29,0.0,71
636,17,1935-02-17,1.0,63
637,39,1970-12-15,0.0,28
638,54,1961-02-03,0.0,37
639,31,1978-08-02,1.0,20
640,26,1979-04-15,1.0,19
641,40,1962-07-04,0.0,36
642,40,1963-10-25,1.0,35
643,1,1949-06-13,0.0,49
644,35,1961-04-23,0.0,37
645,14,1925-12-21,1.0,73
646,34,1922-09-29,0.0,76
647,34,1929-04-06,1.0,69
648,70,1935-09-28,0.0,63
649,13,1978-05-02,0.0,20
651,54,1976-01-27,0.0,22
652,61,1938-12-08,1.0,60
653,1,1930-11-21,0.0,68
654,64,1942-05-17,0.0,56
655,32,1942-12-10,1.0,56
656,1,1956-06-06,1.0,42
657,8,1926-07-10,0.0,72
658,8,1926-12-21,1.0,72
659,24,1965-12-07,1.0,33
660,16,1923-03-22,1.0,75
661,16,1919-01-15,0.0,79
662,5,1945-08-07,1.0,53
663,24,1923-01-20,1.0,75
664,77,1980-03-19,0.0,18
665,62,1932-04-05,0.0,66
666,26,1982-05-23,1.0,16
667,26,1981-07-20,0.0,17
668,1,1942-12-25,0.0,56
669,12,1956-12-19,0.0,42
670,1,1959-01-21,1.0,39
671,10,1971-02-27,0.0,27
672,46,1929-11-09,0.0,69
673,36,1939-10-29,1.0,59
674,11,1927-01-11,0.0,71
675,50,1975-11-12,1.0,23
676,70,1953-02-07,1.0,45
677,5,1963-05-24,1.0,35
678,39,1933-05-28,0.0,65
679,8,1940-03-19,1.0,58
680,8,1940-05-09,0.0,58
681,15,1977-01-15,1.0,21
682,18,1979-10-21,1.0,19
683,76,1945-08-29,0.0,53
684,3,1976-04-10,0.0,22
685,72,1930-12-13,0.0,68
686,32,1971-10-03,0.0,27
687,32,1975-01-28,1.0,23
688,1,1954-05-04,1.0,44
689,70,1964-08-02,1.0,34
690,38,1942-11-07,1.0,56
691,38,1944-01-13,0.0,54
692,74,1936-01-11,0.0,62
693,74,1935-03-17,1.0,63
694,29,1936-02-28,1.0,62
695,28,1955-06-27,1.0,43
696,28,1952-12-01,0.0,46
697,1,1974-05-01,1.0,24
698,75,1954-02-27,1.0,44
699,26,1922-04-22,0.0,76
700,12,1929-11-20,1.0,69
702,31,1968-11-07,0.0,30
703,4,1959-04-26,1.0,39
704,54,1975-05-01,1.0,23
705,19,1938-12-10,1.0,60
706,1,1948-08-05,1.0,50
707,1,1941-12-14,1.0,57
708,50,1977-11-27,0.0,21
709,1,1934-12-29,1.0,64
710,23,1925-11-28,1.0,73
711,48,1963-08-16,0.0,35
712,54,1962-12-04,1.0,36
713,20,1980-03-29,0.0,18
714,31,1970-10-08,1.0,28
715,1,1952-01-15,0.0,46
716,1,1954-12-04,0.0,44
717,54,1968-05-02,1.0,30
718,54,1960-02-28,0.0,38
719,46,1974-08-09,1.0,24
720,29,1954-09-06,1.0,44
721,43,1940-02-15,1.0,58
722,62,1970-11-25,0.0,28
723,12,1957-07-26,0.0,41
724,65,1953-02-02,0.0,45
725,75,1956-12-11,1.0,42
726,16,1935-02-13,1.0,63
727,32,1930-07-20,0.0,68
728,32,1932-01-20,1.0,66
729,63,1969-03-17,0.0,29
730,63,1973-08-14,1.0,25
731,74,1979-01-22,0.0,19
732,74,1978-07-05,1.0,20
733,46,1978-07-28,1.0,20
734,46,1985-01-14,0.0,13
735,1,1973-11-26,1.0,25
736,1,1977-04-26,0.0,21
737,74,1952-11-04,1.0,46
738,25,1920-03-26,1.0,78
739,72,1942-04-16,1.0,56
740,55,1923-11-07,1.0,75
741,74,1941-07-09,1.0,57
742,1,1951-10-15,0.0,47
743,1,1941-02-17,1.0,57
744,26,1940-07-18,1.0,58
745,52,1966-02-14,0.0,32
746,52,1962-04-16,1.0,36
747,24,1953-08-20,0.0,45
748,25,1936-10-15,1.0,62
749,25,1933-07-29,0.0,65
750,70,1956-09-29,0.0,42
751,70,1959-03-09,1.0,39
752,72,1944-12-20,1.0,54
753,72,1940-09-24,0.0,58
754,63,1947-06-04,0.0,51
755,72,1947-11-21,1.0,51
756,31,1920-05-13,1.0,78
757,71,1970-12-20,0.0,28
758,68,1961-07-26,0.0,37
759,29,1955-05-20,1.0,43
760,57,1936-08-25,0.0,62
762,21,1937-04-20,1.0,61
763,75,1927-08-24,0.0,71
764,49,1955-10-13,0.0,43
765,65,1969-12-31,1.0,29
766,1,1926-07-03,0.0,72
767,1,1923-06-16,1.0,75
768,32,1931-09-23,0.0,67
769,40,1977-12-15,1.0,21
772,64,1944-12-10,1.0,54
773,4,1935-10-30,1.0,63
774,70,1973-03-03,1.0,25
775,51,1940-11-30,0.0,58
776,1,1953-05-03,0.0,45
777,1,1961-05-20,1.0,37
778,13,1940-06-04,1.0,58
779,69,1944-06-12,0.0,54
780,3,1924-02-26,1.0,74
781,72,1945-09-20,1.0,53
782,5,1963-03-18,0.0,35
783,27,1971-03-25,0.0,27
784,27,1964-12-28,1.0,34
785,63,1934-09-09,1.0,64
786,53,1978-09-06,1.0,20
787,3,1947-12-08,1.0,51
788,47,1974-09-03,1.0,24
789,4,1931-09-21,1.0,67
790,63,1967-05-09,0.0,31
791,68,1950-09-29,0.0,48
793,21,1978-02-04,1.0,20
794,21,1979-07-16,0.0,19
796,1,1919-08-30,1.0,79
797,8,1948-01-27,1.0,50
798,27,1940-02-12,0.0,58
799,27,1936-02-19,1.0,62
803,35,1951-02-15,1.0,47
804,35,1956-01-23,0.0,42
806,60,1980-04-22,1.0,18
807,53,1969-10-21,0.0,29
808,31,1963-11-28,1.0,35
809,49,1919-10-15,1.0,79
810,58,1945-09-24,0.0,53
811,58,1940-05-28,1.0,58
812,39,1940-12-06,1.0,58
813,70,1964-01-29,1.0,34
814,19,1959-10-01,1.0,39
815,22,1964-10-27,0.0,34
816,17,1958-02-01,0.0,40
818,54,1966-04-27,1.0,32
819,74,1958-07-08,1.0,40
820,74,1960-11-06,0.0,38
821,49,1948-05-12,1.0,50
822,37,1959-05-08,0.0,39
823,41,1956-10-24,1.0,42
824,27,1952-09-05,1.0,46
825,74,1977-04-02,1.0,21
826,1,1978-01-23,1.0,20
827,10,1965-09-04,0.0,33
828,10,1958-12-10,1.0,40
829,24,1957-05-19,1.0,41
830,69,1948-08-27,1.0,50
831,2,1948-05-02,1.0,50
832,67,1923-12-23,0.0,75
833,5,1960-06-11,1.0,38
834,54,1922-12-17,1.0,76
835,28,1943-10-20,0.0,55
836,28,1948-06-14,1.0,50
837,71,1974-10-14,1.0,24
838,71,1968-02-04,0.0,30
839,47,1955-05-18,0.0,43
840,20,1937-04-26,1.0,61
841,69,1981-02-10,1.0,17
842,12,1933-07-03,0.0,65
843,54,1957-09-03,0.0,41
844,22,1945-01-14,1.0,53
845,22,1953-01-30,0.0,45
846,35,1949-12-01,1.0,49
847,49,1979-12-25,1.0,19
849,26,1939-06-06,0.0,59
850,19,1969-09-21,1.0,29
851,25,1919-06-16,1.0,79
852,25,1916-06-04,0.0,82
853,70,1949-06-02,1.0,49
854,72,1941-11-02,0.0,57
855,58,1930-01-28,1.0,68
856,23,1919-01-22,1.0,79
857,32,1948-02-21,1.0,50
858,47,1959-03-29,0.0,39
859,1,1968-07-29,0.0,30
860,1,1967-12-08,1.0,31
861,1,1956-09-13,0.0,42
862,30,1952-01-05,1.0,46
863,54,1968-11-29,0.0,30
864,11,1953-03-27,1.0,45
